phrases_x,phrases_y,similarities
How impacted is the airline industry in 2020?,Mergers among airline companies?,1.668952
How impacted is the airline industry in 2020?,Which are the most profitable airports?,1.2262611
How impacted is the airline industry in 2020?,What has the capacity movement of airline companies been over the years?,0.78596807
How impacted is the airline industry in 2020?,Details of the Aban Abraham oil rig?,1.5577872
How impacted is the airline industry in 2020?,How big is the airlines industry in China?,0.6115245
How impacted is the airline industry in 2020?,How much money did Lloyd's of London make last year?,1.2097048
How impacted is the airline industry in 2020?,What was the Calendar year COR versus the Accident year COR for Lloyd's?,1.1691065
How impacted is the airline industry in 2020?,Which Lloyd's syndicates owns the maximum number of assets?,1.3256177
How impacted is the airline industry in 2020?,List key performance indicators for AXA?,1.501903
How impacted is the airline industry in 2020?,What are the most prominent legal cases?,1.1798798
How impacted is the airline industry in 2020?,How does oil industry perform in Brazil?,0.9126486
How impacted is the airline industry in 2020?,What is the main driver of growth in automobile industry in Europe?,0.8933675
How impacted is the airline industry in 2020?,Which country in Europe is going to grow the most in 2020?,0.95044917
How impacted is the airline industry in 2020?,What are the biggest acquisitions in 2020?,1.1309116
How impacted is the airline industry in 2020?,How impacted is the airline industry in 2020?,0.0
How impacted is the airline industry in 2020?,What are the most prominent bankruptcies in 2020?,1.0785913
What are the most prominent bankruptcies in 2020?,how company compares to its peers?,1.5344033
What are the most prominent bankruptcies in 2020?,what is the detailed income statement breakdown of Axa?,1.2209918
What are the most prominent bankruptcies in 2020?,world premium penetration in 2020,1.5217372
What are the most prominent bankruptcies in 2020?,How does the forecasted insurance premium penetration in country trend compare to its peers?,1.1265318
What are the most prominent bankruptcies in 2020?,what are the total losses for companies in country  non life market?,0.9008717
What are the most prominent bankruptcies in 2020?,Insurance premiums market in Country,1.756821
What are the most prominent bankruptcies in 2020?,"How have the profit margins been for the airlines industry through the years, by regions?",1.0104134
What are the most prominent bankruptcies in 2020?,What is the complete profile of the top oil rigs?,0.9648048
What are the most prominent bankruptcies in 2020?,what is company general information?,1.236818
What are the most prominent bankruptcies in 2020?,How is the airline industry performing globally?,1.1793202
What are the most prominent bankruptcies in 2020?,how does economic profit for in country compare to others?,1.1146694
What are the most prominent bankruptcies in 2020?,most profitable insurance company India,1.4101993
What are the most prominent bankruptcies in 2020?,Give me a detailed breakup of the income and expenses in South-East Asia,1.2026151
What are the most prominent bankruptcies in 2020?,Show me all the oil rigs in the world,1.165987
What are the most prominent bankruptcies in 2020?,What were the premiums earned by the Indian insurance industry in 2020?,1.0512589
What are the most prominent bankruptcies in 2020?,How much have premiums grown as compared to claims for India?,1.155451
What are the most prominent bankruptcies in 2020?,Which are the best performing insurance firms in India?,0.93947625
What are the most prominent bankruptcies in 2020?,What is the ROE of the Indian market?,1.2450166
What are the most prominent bankruptcies in 2020?,What profits were clocked by Cholamandalam in 2020?,1.1336503
What are the most prominent bankruptcies in 2020?,What is the premiums market share of the top 5 companies in India?,0.9790383
What are the most prominent bankruptcies in 2020?,How will the Brazilian insurance market perform in case of a sluggish economic scenario?,1.0455347
What are the most prominent bankruptcies in 2020?,Which are the main distribution channels in India?,1.041769
What are the most prominent bankruptcies in 2020?,What are the risks in the motor insurance segment in India?,0.95721304
What are the most prominent bankruptcies in 2020?,What is the demand potential of India for insurance?,1.073696
What are the most prominent bankruptcies in 2020?,How do premiums break down by lines of business in India?,1.1150569
What are the most prominent bankruptcies in 2020?,What is the share price of Qantas?,1.2237577
What are the most prominent bankruptcies in 2020?,How many passengers are carried in ?,1.1067622
What are the most prominent bankruptcies in 2020?,Which are the aircrafts manufactured by Boeing?,1.1813414
What are the most prominent bankruptcies in 2020?,Kdo je nejv?tší konkurent ?eské Pojiš?ovny?,4.076884
What are the most prominent bankruptcies in 2020?,Which are the top airports?,0.98776895
What are the most prominent bankruptcies in 2020?,How many fatal air accidents till date?,1.4018155
What are the most prominent bankruptcies in 2020?,What is the flow of air traffic in North America?,1.159097
What are the most prominent bankruptcies in 2020?,What is the fleet of Airbus?,1.2015094
What are the most prominent bankruptcies in 2020?,Airlines profitability Brazil?,2.709169
What are the most prominent bankruptcies in 2020?,Mergers among airline companies?,1.8556877
What are the most prominent bankruptcies in 2020?,Which are the most profitable airports?,0.93501115
What are the most prominent bankruptcies in 2020?,What has the capacity movement of airline companies been over the years?,1.0158428
What are the most prominent bankruptcies in 2020?,Details of the Aban Abraham oil rig?,1.7029765
What are the most prominent bankruptcies in 2020?,How big is the airlines industry in China?,1.0292741
